2017-06-07T15:20:55.867+0800 I ACCESS   [conn49] Successfully authenticated as principal __system on local
2017-06-07T15:20:55.868+0800 I -        [conn49] end connection 127.0.0.1:60550 (5 connections now open)
2017-06-07T15:20:55.893+0800 I REPL     [replication-0] Choosing new sync source because the config version supplied by localhost:27017, 2, does not match ours, 1
2017-06-07T15:20:55.894+0800 I REPL     [replication-0] Canceling oplog query due to OplogQueryMetadata. We have to choose a new sync source. Current source: localhost:27017, OpTime { ts: Timestamp 1496820055000|1, t: 1 }, its sync source index:-1
2017-06-07T15:20:55.894+0800 W REPL     [rsBackgroundSync] Fetcher stopped querying remote oplog with error: InvalidSyncSource: sync source localhost:27017 (config version: 2; last applied optime: { ts: Timestamp 1496820055000|1, t: 1 }; sync source index: -1; primary index: 0) is no longer valid
2017-06-07T15:20:55.894+0800 I REPL     [rsBackgroundSync] could not find member to sync from
2017-06-07T15:20:55.906+0800 I REPL     [SyncSourceFeedback] SyncSourceFeedback error sending update to localhost:27017: InvalidSyncSource: Sync source was cleared. Was localhost:27017
2017-06-07T15:20:55.917+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:60554 #50 (5 connections now open)
2017-06-07T15:20:55.936+0800 I ACCESS   [conn50] Successfully authenticated as principal __system on local
2017-06-07T15:20:55.944+0800 I -        [conn50] end connection 127.0.0.1:60554 (5 connections now open)
